place_code,date,mankai_date,kaika_date,meter,ft,tavg,tmin,tmax,tavg_f,tmin_f,tmax_f,prcp,pcp_in
25370019,4/5/24,4/4/24,3/30/24,200,60.96,12.2,7.6,16,53.96,45.68,60.8,0,0
25370023,4/5/24,4/5/24,3/31/24,193,58.8264,,,,32,32,32,,0
25370022,4/5/24,4/8/24,4/2/24,142,43.2816,12.2,7.6,16,53.96,45.68,60.8,0,0
25370026,4/5/24,4/5/24,4/1/24,184,56.0832,12.8,6.9,17.3,55.04,44.42,63.14,0,0
25370006,4/5/24,4/3/24,3/29/24,200,60.96,,,,32,32,32,,0
25370007,4/5/24,4/4/24,3/30/24,200,60.96,,,,32,32,32,,0
26370001,4/5/24,3/30/24,3/26/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370002,4/5/24,4/2/24,3/29/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370038,4/5/24,4/3/24,3/29/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370039,4/5/24,4/5/24,4/1/24,183,55.7784,10,6.3,13.2,50,43.34,55.76,0,0
26370045,4/5/24,4/2/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370005,4/5/24,4/6/24,3/30/24,174,53.0352,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370046,4/5/24,4/3/24,3/30/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370006,4/5/24,4/2/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370007,4/5/24,4/2/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370040,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370043,4/5/24,4/1/24,3/28/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370044,4/5/24,3/31/24,3/27/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370049,4/5/24,4/3/24,3/29/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370052,4/5/24,4/7/24,4/1/24,160,48.768,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370053,4/5/24,4/8/24,4/3/24,127,38.7096,9,5.3,12,48.2,41.54,53.6,0,0
26370055,4/5/24,4/3/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370059,4/5/24,4/5/24,3/30/24,195,59.436,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370060,4/5/24,4/4/24,3/30/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370062,4/5/24,4/12/24,3/24/24,157,47.8536,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370063,4/5/24,4/1/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370064,4/5/24,4/3/24,3/25/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370065,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370066,4/5/24,4/1/24,3/29/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370008,4/5/24,4/1/24,3/23/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370009,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370010,4/5/24,4/2/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370011,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370012,4/5/24,4/4/24,3/30/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370013,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370015,4/5/24,4/9/24,4/5/24,99,30.1752,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370017,4/5/24,4/2/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370020,4/5/24,4/3/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370021,4/5/24,4/1/24,3/27/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370023,4/5/24,4/1/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370026,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370028,4/5/24,4/2/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370030,4/5/24,4/1/24,3/26/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370031,4/5/24,4/1/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370047,4/5/24,3/31/24,3/26/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370033,4/5/24,4/7/24,3/30/24,167,50.9016,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370048,4/5/24,4/2/24,3/30/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370061,4/5/24,4/1/24,3/28/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370034,4/5/24,4/2/24,3/28/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370035,4/5/24,4/2/24,3/29/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370036,4/5/24,4/3/24,3/30/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370050,4/5/24,4/2/24,3/29/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
26370057,4/5/24,4/2/24,3/28/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
26370025,4/5/24,4/8/24,4/1/24,147,44.8056,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370051,4/5/24,4/3/24,3/29/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370056,4/5/24,4/4/24,3/30/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
26370014,4/5/24,4/3/24,3/30/24,200,60.96,14.1,9.8,19.8,57.38,49.64,67.64,0,0
28370001,4/5/24,3/31/24,3/27/24,200,60.96,14.5,10,20,58.1,50,68,0,0
28370003,4/5/24,4/6/24,3/31/24,171,52.1208,9,5.3,12,48.2,41.54,53.6,0,0
28370018,4/5/24,4/13/24,4/8/24,91,27.7368,,,,32,32,32,,0
28370024,4/5/24,4/3/24,3/30/24,200,60.96,,,,32,32,32,,0
28370035,4/5/24,4/2/24,3/29/24,200,60.96,,,,32,32,32,,0
28370020,4/5/24,4/2/24,3/29/24,200,60.96,,,,32,32,32,,0
28370021,4/5/24,4/3/24,3/30/24,200,60.96,10,6.3,13.2,50,43.34,55.76,0,0
28370023,4/5/24,4/2/24,3/28/24,200,60.96,14.5,10,20,58.1,50,68,0,0
28370027,4/5/24,4/2/24,3/30/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
28370030,4/5/24,4/1/24,3/29/24,200,60.96,15.1,11.5,17.9,59.18,52.7,64.22,0,0
28370031,4/5/24,4/8/24,4/2/24,142,43.2816,,,,32,32,32,,0
28370032,4/5/24,4/2/24,3/30/24,200,60.96,,,,32,32,32,,0
28370033,4/5/24,4/2/24,3/29/24,200,60.96,,,,32,32,32,,0
28370036,4/5/24,4/2/24,3/31/24,200,60.96,,,,32,32,32,,0
28370004,4/5/24,4/2/24,3/28/24,200,60.96,15.1,11.5,17.9,59.18,52.7,64.22,0,0
28370006,4/5/24,4/4/24,3/29/24,200,60.96,15.1,11.5,17.9,59.18,52.7,64.22,0,0
28370007,4/5/24,4/3/24,3/29/24,200,60.96,15.1,11.5,17.9,59.18,52.7,64.22,0,0
28370008,4/5/24,4/2/24,3/29/24,200,60.96,12.6,8.4,19,54.68,47.12,66.2,0,0
28370009,4/5/24,4/3/24,3/29/24,200,60.96,12.6,8.4,19,54.68,47.12,66.2,0,0
28370010,4/5/24,4/2/24,3/28/24,200,60.96,12.6,8.4,19,54.68,47.12,66.2,0,0
28370011,4/5/24,4/2/24,3/29/24,200,60.96,12.6,8.4,19,54.68,47.12,66.2,0,0
28370012,4/5/24,4/5/24,3/30/24,195,59.436,12.6,8.4,19,54.68,47.12,66.2,0,0
28370028,4/5/24,4/3/24,3/30/24,200,60.96,14.5,10,20,58.1,50,68,0,0
28370014,4/5/24,4/1/24,3/29/24,200,60.96,12.6,8.4,19,54.68,47.12,66.2,0,0
28370034,4/5/24,4/5/24,3/29/24,191,58.2168,15.1,11.5,17.9,59.18,52.7,64.22,0,0
28370015,4/5/24,4/3/24,3/30/24,200,60.96,,,,32,32,32,,0
28370016,4/5/24,4/2/24,3/29/24,200,60.96,9,5.3,12,48.2,41.54,53.6,0,0
28370017,4/5/24,4/2/24,3/29/24,200,60.96,10,6.3,13.2,50,43.34,55.76,0,0
28370002,4/5/24,4/4/24,3/30/24,200,60.96,9.3,9.1,12.2,48.74,48.38,53.96,0,0
28370019,4/5/24,4/6/24,4/2/24,158,48.1584,9,5.3,12,48.2,41.54,53.6,0,0
29370001,4/5/24,3/31/24,3/28/24,200,60.96,13.2,8.8,19,55.76,47.84,66.2,0,0
29370022,4/5/24,4/3/24,3/29/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370003,4/5/24,4/2/24,3/29/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370004,4/5/24,4/5/24,3/31/24,188,57.3024,,,,32,32,32,,0
29370005,4/5/24,4/2/24,3/30/24,200,60.96,12.8,6.9,17.3,55.04,44.42,63.14,0,0
29370032,4/5/24,3/29/24,3/20/24,200,60.96,14.2,11.7,18.8,57.56,53.06,65.84,5.1,0.20078751
29370029,4/5/24,3/31/24,3/22/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370011,4/5/24,4/3/24,3/28/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370013,4/5/24,4/1/24,3/27/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370014,4/5/24,4/2/24,3/30/24,200,60.96,13.2,8.8,19,55.76,47.84,66.2,0,0
29370015,4/5/24,4/1/24,3/28/24,200,60.96,13.2,8.8,19,55.76,47.84,66.2,0,0
29370028,4/5/24,3/31/24,3/26/24,200,60.96,13.2,8.8,19,55.76,47.84,66.2,0,0
29370020,4/5/24,3/31/24,3/25/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370021,4/5/24,3/31/24,3/25/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370025,4/5/24,4/3/24,3/30/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370026,4/5/24,4/5/24,3/31/24,190,57.912,14.2,8.4,19.1,57.56,47.12,66.38,0,0
29370016,4/5/24,3/31/24,3/26/24,200,60.96,14.2,8.4,19.1,57.56,47.12,66.38,0,0
30370001,4/5/24,3/28/24,3/19/24,200,60.96,14.8,12.4,17.2,58.64,54.32,62.96,0,0
30370011,4/5/24,4/1/24,3/26/24,200,60.96,14,9.3,18.1,57.2,48.74,64.58,0,0
30370003,4/5/24,3/31/24,3/26/24,200,60.96,14,9.3,18.1,57.2,48.74,64.58,0,0
30370004,4/5/24,4/1/24,3/28/24,200,60.96,14,9.3,18.1,57.2,48.74,64.58,0,0
30370005,4/5/24,3/31/24,3/25/24,200,60.96,14,9.3,18.1,57.2,48.74,64.58,0,0
30370006,4/5/24,3/29/24,3/18/24,200,60.96,13.6,9.7,16,56.48,49.46,60.8,0,0
30370007,4/5/24,4/1/24,3/25/24,200,60.96,13.6,9.7,16,56.48,49.46,60.8,0,0
30370008,4/5/24,3/31/24,3/26/24,200,60.96,13.6,9.7,16,56.48,49.46,60.8,0,0
30370013,4/5/24,4/4/24,3/29/24,200,60.96,,,,32,32,32,,0
30370009,4/5/24,3/31/24,3/25/24,200,60.96,14,9.3,18.1,57.2,48.74,64.58,0,0
30370010,4/5/24,3/30/24,3/24/24,200,60.96,12.9,11,15,55.22,51.8,59,0,0
34370001,4/5/24,4/1/24,3/28/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
34370003,4/5/24,4/2/24,3/29/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370004,4/5/24,4/2/24,3/29/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370022,4/5/24,4/2/24,3/27/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
34370023,4/5/24,4/1/24,3/25/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
34370026,4/5/24,4/2/24,3/25/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370006,4/5/24,4/1/24,3/27/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
34370008,4/5/24,4/1/24,3/29/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
34370010,4/5/24,4/6/24,4/2/24,163,49.6824,12.1,8.5,17.7,53.78,47.3,63.86,0,0
34370028,4/5/24,4/2/24,3/26/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
34370012,4/5/24,4/5/24,3/30/24,200,60.96,11.9,9,15,53.42,48.2,59,0,0
34370013,4/5/24,4/3/24,3/30/24,200,60.96,11.9,9,15,53.42,48.2,59,0,0
34370014,4/5/24,4/2/24,3/28/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370015,4/5/24,4/1/24,3/27/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370016,4/5/24,4/1/24,3/28/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370017,4/5/24,4/1/24,3/27/24,200,60.96,,,,32,32,32,,0
34370018,4/5/24,3/31/24,3/25/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
34370025,4/5/24,4/2/24,3/29/24,200,60.96,,,,32,32,32,,0
34370020,4/5/24,4/1/24,3/29/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
34370021,4/5/24,4/6/24,3/31/24,186,56.6928,11.9,9,15,53.42,48.2,59,0,0
34370027,4/5/24,4/4/24,3/27/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
34370019,4/5/24,4/1/24,3/26/24,200,60.96,15.7,13,19.1,60.26,55.4,66.38,0,0
31370001,4/5/24,4/2/24,3/29/24,200,60.96,11.3,7.9,15.3,52.34,46.22,59.54,0,0
31370017,4/5/24,4/2/24,3/29/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
31370018,4/5/24,4/2/24,3/29/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
31370002,4/5/24,4/2/24,3/29/24,200,60.96,11.3,7.9,15.3,52.34,46.22,59.54,0,0
31370003,4/5/24,4/3/24,3/29/24,200,60.96,10.6,6.7,13,51.08,44.06,55.4,0,0
31370004,4/5/24,4/1/24,3/28/24,200,60.96,10.6,6.7,13,51.08,44.06,55.4,0,0
31370007,4/5/24,4/2/24,3/29/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
31370009,4/5/24,4/2/24,3/28/24,200,60.96,10.3,9.5,14.2,50.54,49.1,57.56,0,0
31370010,4/5/24,4/3/24,3/29/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
31370011,4/5/24,4/2/24,3/29/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
31370012,4/5/24,4/5/24,4/1/24,191,58.2168,11.3,7.9,15.3,52.34,46.22,59.54,0,0
31370016,4/5/24,4/15/24,3/28/24,139,42.3672,10.6,6.7,13,51.08,44.06,55.4,0,0
32370001,4/5/24,4/5/24,3/30/24,185,56.388,11.3,9.5,16.6,52.34,49.1,61.88,0,0
32370003,4/5/24,4/2/24,3/28/24,200,60.96,10.3,9.5,14.2,50.54,49.1,57.56,0,0
32370020,4/5/24,3/31/24,3/26/24,200,60.96,11.1,7,14,51.98,44.6,57.2,0,0
32370004,4/5/24,4/3/24,3/29/24,200,60.96,11.8,8,14,53.24,46.4,57.2,0,0
32370005,4/5/24,4/4/24,3/30/24,200,60.96,9.8,7.1,14.4,49.64,44.78,57.92,0,0
32370007,4/5/24,4/2/24,3/28/24,200,60.96,10.9,9.3,13.1,51.62,48.74,55.58,0,0
32370008,4/5/24,4/2/24,3/28/24,200,60.96,10.9,9.3,13.1,51.62,48.74,55.58,0,0
32370009,4/5/24,4/1/24,3/27/24,200,60.96,11.1,7,14,51.98,44.6,57.2,0,0
32370019,4/5/24,4/1/24,3/25/24,200,60.96,11.1,7,14,51.98,44.6,57.2,0,0
32370011,4/5/24,4/2/24,3/28/24,200,60.96,11.1,7,14,51.98,44.6,57.2,0,0
32370014,4/5/24,4/1/24,3/28/24,200,60.96,,,,32,32,32,,0
32370015,4/5/24,4/3/24,3/29/24,200,60.96,11.3,9.5,16.6,52.34,49.1,61.88,0,0
32370017,4/5/24,3/30/24,3/26/24,200,60.96,12.4,9.9,15,54.32,49.82,59,0,0
32370021,4/5/24,4/4/24,3/31/24,200,60.96,11.3,9.5,16.6,52.34,49.1,61.88,0,0
32370012,4/5/24,4/1/24,3/27/24,200,60.96,11.1,7,14,51.98,44.6,57.2,0,0
33370001,4/5/24,4/11/24,4/8/24,89,27.1272,,,,32,32,32,,0
33370002,4/5/24,4/10/24,4/5/24,98,29.8704,,,,32,32,32,,0
33370004,4/5/24,4/2/24,3/29/24,200,60.96,11.4,6.7,18.5,52.52,44.06,65.3,0,0
33370006,4/5/24,4/10/24,4/6/24,96,29.2608,11.4,6.7,18.5,52.52,44.06,65.3,0,0
33370008,4/5/24,4/2/24,3/30/24,200,60.96,11.6,7.5,17,52.88,45.5,62.6,0,0
33370009,4/5/24,4/2/24,3/29/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370010,4/5/24,4/1/24,3/29/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370036,4/5/24,4/3/24,3/29/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370012,4/5/24,4/1/24,3/27/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370013,4/5/24,4/1/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370015,4/5/24,4/1/24,3/29/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370017,4/5/24,4/1/24,3/29/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370018,4/5/24,4/1/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370019,4/5/24,4/1/24,3/28/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
33370020,4/5/24,4/1/24,3/28/24,200,60.96,11.4,6.7,18.5,52.52,44.06,65.3,0,0
33370021,4/5/24,4/1/24,3/29/24,200,60.96,,,,32,32,32,,0
33370022,4/5/24,3/31/24,3/26/24,200,60.96,11.6,7.5,17,52.88,45.5,62.6,0,0
33370024,4/5/24,4/1/24,3/28/24,200,60.96,11.4,6.7,18.5,52.52,44.06,65.3,0,0
33370027,4/5/24,4/1/24,3/26/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
33370028,4/5/24,4/4/24,3/29/24,200,60.96,12.1,8.5,17.7,53.78,47.3,63.86,0,0
33370029,4/5/24,4/10/24,4/6/24,96,29.2608,9.8,7.1,14.4,49.64,44.78,57.92,0,0
33370038,4/5/24,4/1/24,3/27/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370042,4/5/24,4/19/24,4/1/24,116,35.3568,11.6,7.5,17,52.88,45.5,62.6,0,0
33370014,4/5/24,4/2/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370031,4/5/24,4/1/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370041,4/5/24,4/6/24,3/31/24,178,54.2544,12.6,9.5,18,54.68,49.1,64.4,0,0
33370032,4/5/24,4/2/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
33370025,4/5/24,4/2/24,3/28/24,200,60.96,12.6,9.5,18,54.68,49.1,64.4,0,0
35370003,4/5/24,3/31/24,3/22/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370004,4/5/24,4/1/24,3/27/24,200,60.96,14.7,9.9,18.8,58.46,49.82,65.84,0,0
35370005,4/5/24,3/30/24,3/24/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370007,4/5/24,4/1/24,3/26/24,200,60.96,,,,32,32,32,,0
35370008,4/5/24,3/29/24,3/22/24,200,60.96,13.2,9.5,18,55.76,49.1,64.4,0,0
35370010,4/5/24,4/3/24,3/29/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370022,4/5/24,3/31/24,3/26/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370028,4/5/24,4/2/24,3/29/24,200,60.96,14.7,9.9,18.8,58.46,49.82,65.84,0,0
35370029,4/5/24,4/1/24,3/28/24,200,60.96,14.7,9.9,18.8,58.46,49.82,65.84,0,0
35370032,4/5/24,3/31/24,3/27/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
35370033,4/5/24,4/3/24,3/29/24,200,60.96,14,12,16,57.2,53.6,60.8,0,0
35370034,4/5/24,3/29/24,3/25/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370035,4/5/24,3/31/24,3/26/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370030,4/5/24,4/1/24,3/28/24,200,60.96,14.7,9.9,18.8,58.46,49.82,65.84,0,0
35370011,4/5/24,3/31/24,3/25/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
35370012,4/5/24,4/1/24,3/27/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
35370013,4/5/24,3/31/24,3/25/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370014,4/5/24,3/31/24,3/25/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370015,4/5/24,4/1/24,3/25/24,200,60.96,14.2,11.2,18,57.56,52.16,64.4,0,0
35370016,4/5/24,3/29/24,3/24/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370017,4/5/24,3/30/24,3/24/24,200,60.96,12.4,9.9,15,54.32,49.82,59,0,0
35370018,4/5/24,4/1/24,3/26/24,200,60.96,14,12,16,57.2,53.6,60.8,0,0
35370019,4/5/24,4/2/24,3/29/24,200,60.96,14.7,9.9,18.8,58.46,49.82,65.84,0,0
35370020,4/5/24,3/31/24,3/24/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370026,4/5/24,3/31/24,3/25/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370027,4/5/24,3/31/24,3/25/24,200,60.96,13.6,9.1,19.8,56.48,48.38,67.64,0,0
35370021,4/5/24,3/31/24,3/25/24,200,60.96,13.2,9.5,18,55.76,49.1,64.4,0,0
35370031,4/5/24,3/30/24,3/24/24,200,60.96,15.1,12,17,59.18,53.6,62.6,0,0
35370024,4/5/24,4/1/24,3/27/24,200,60.96,14,12,16,57.2,53.6,60.8,0,0
35370036,4/5/24,3/31/24,3/27/24,200,60.96,14,12,16,57.2,53.6,60.8,0,0
36370002,4/5/24,4/1/24,3/27/24,200,60.96,,,,32,32,32,,0
36370003,4/5/24,3/31/24,3/26/24,200,60.96,13.8,11.5,15.9,56.84,52.7,60.62,0,0
36370004,4/5/24,3/30/24,3/26/24,200,60.96,13.8,11.5,15.9,56.84,52.7,60.62,0,0
36370005,4/5/24,3/31/24,3/26/24,200,60.96,13.7,11,16,56.66,51.8,60.8,0,0
36370011,4/5/24,3/30/24,3/24/24,200,60.96,,,,32,32,32,,0
36370008,4/5/24,4/1/24,3/28/24,200,60.96,12.2,10.1,15.5,53.96,50.18,59.9,0,0
37370001,4/5/24,4/2/24,3/27/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370002,4/5/24,3/31/24,3/26/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370003,4/5/24,4/2/24,3/27/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370008,4/5/24,4/3/24,3/29/24,200,60.96,12,9.2,15.6,53.6,48.56,60.08,0,0
37370009,4/5/24,4/4/24,3/29/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370011,4/5/24,4/3/24,3/29/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370012,4/5/24,3/31/24,3/25/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370013,4/5/24,3/31/24,3/26/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370014,4/5/24,4/1/24,3/28/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370010,4/5/24,3/31/24,3/25/24,200,60.96,12,9.2,15.6,53.6,48.56,60.08,0,0
37370015,4/5/24,4/3/24,3/28/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
37370005,4/5/24,4/1/24,3/27/24,200,60.96,12,9.2,15.6,53.6,48.56,60.08,0,0
37370007,4/5/24,3/31/24,3/25/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
38370007,4/5/24,4/1/24,3/26/24,200,60.96,11.9,9,15,53.42,48.2,59,0,0
38370004,4/5/24,3/30/24,3/24/24,200,60.96,14.7,11.6,19.1,58.46,52.88,66.38,0,0
38370014,4/5/24,4/2/24,3/29/24,200,60.96,,,,32,32,32,,0
38370016,4/5/24,4/1/24,3/28/24,200,60.96,,,,32,32,32,,0
38370017,4/5/24,3/30/24,3/25/24,200,60.96,14.2,12.6,16.6,57.56,54.68,61.88,0.5,0.01968505
38370005,4/5/24,4/1/24,3/26/24,200,60.96,14.7,11.6,19.1,58.46,52.88,66.38,0,0
38370006,4/5/24,4/1/24,3/26/24,200,60.96,14.7,11.6,19.1,58.46,52.88,66.38,0,0
38370003,4/5/24,4/17/24,4/7/24,93,28.3464,,,,32,32,32,,0
38370015,4/5/24,3/31/24,3/25/24,200,60.96,14.7,11.6,19.1,58.46,52.88,66.38,0,0
38370012,4/5/24,4/1/24,3/27/24,200,60.96,,,,32,32,32,,0
38370013,4/5/24,3/26/24,3/21/24,200,60.96,14.2,12.6,16.6,57.56,54.68,61.88,0.5,0.01968505
38370002,4/5/24,4/1/24,3/29/24,200,60.96,,,,32,32,32,,0
38370018,4/5/24,4/4/24,3/29/24,200,60.96,12.6,10.1,16.6,54.68,50.18,61.88,0,0
39370001,4/5/24,3/29/24,3/20/24,200,60.96,17,14.9,19.1,62.6,58.82,66.38,0,0
39370003,4/5/24,3/28/24,3/19/24,200,60.96,17,14.9,19.1,62.6,58.82,66.38,0,0
39370004,4/5/24,3/29/24,3/21/24,200,60.96,17.1,15,19,62.78,59,66.2,0,0
39370005,4/5/24,3/30/24,3/25/24,200,60.96,,,,32,32,32,,0
39370008,4/5/24,4/1/24,3/26/24,200,60.96,13.9,12.5,14.6,57.02,54.5,58.28,0,0
39370011,4/5/24,3/29/24,3/23/24,200,60.96,15,12.7,16.4,59,54.86,61.52,7.1,0.27952771
39370012,4/5/24,3/26/24,3/16/24,200,60.96,15,12.7,16.4,59,54.86,61.52,7.1,0.27952771
